bing_date,bing_month,bing_year,bing_isoweek,bing_isodow,bing_isoyear,bing_channel_group,bing_product_group,bing_sub_channel,bing_advertiser,bing_cost,bing_impressions,bing_clicks,bing_video_views,bing_video_completes
2017-09-01,8,2017,35,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,2507.47,1269949,5092,0,0.0
2017-09-01,8,2017,35,4,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2467.2500000000027,1128976,2421,0,0.0
2017-09-01,8,2017,35,4,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,101.31000000000003,15013,5,7645,7516.0
2017-09-01,8,2017,35,4,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,172.44999999999996,110215,136,0,0.0
2017-09-01,8,2017,35,4,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,489.31,14898,86,0,0.0
2017-09-01,8,2017,35,4,2017,Shopping,Mattress,SN,Tempur-Pedic,6071.789999999999,95869,516,0,0.0
2017-09-01,8,2017,35,4,2017,Shopping,Pillow,SN,Tempur-Pedic,1520.0,27830,341,0,0.0
2017-09-02,9,2017,35,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,83935.13,141332,7881,0,0.0
2017-09-02,9,2017,35,5,2017,Branded Search,Other,SN,Tempur-Pedic,5238.129999999997,128315,1013,0,0.0
2017-09-02,9,2017,35,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,4906.539999999999,37448,1458,0,0.0
2017-09-02,9,2017,35,5,2017,Competitor Search,Mattress,SN,Tempur-Pedic,23434.249999999996,25968,1149,0,0.0
2017-09-02,9,2017,35,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,3468.4700000000003,1672464,7267,0,0.0
2017-09-02,9,2017,35,5,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1898.3399999999997,145214,492,63354,63979.0
2017-09-02,9,2017,35,5,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,5591.949999999996,3104373,7485,0,0.0
2017-09-02,9,2017,35,5,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,102.2,15724,1,8171,8039.0
2017-09-02,9,2017,35,5,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,666.6,237157,558,0,0.0
2017-09-02,9,2017,35,5,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,487.14000000000004,12221,73,0,0.0
2017-09-02,9,2017,35,5,2017,Shopping,Mattress,SN,Tempur-Pedic,20008.66,252519,1738,0,0.0
2017-09-02,9,2017,35,5,2017,Shopping,Pillow,SN,Tempur-Pedic,4016.8999999999996,47816,690,0,0.0
2017-09-03,9,2017,35,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,106815.35000000008,161977,11102,0,0.0
2017-09-03,9,2017,35,6,2017,Branded Search,Other,SN,Tempur-Pedic,6224.1600000000035,144121,1161,0,0.0
2017-09-03,9,2017,35,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,8022.080000000001,57082,2442,0,0.0
2017-09-03,9,2017,35,6,2017,Competitor Search,Mattress,SN,Tempur-Pedic,14428.780000000006,11320,745,0,0.0
2017-09-03,9,2017,35,6,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1448.47,784337,3088,0,0.0
2017-09-03,9,2017,35,6,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,3691.95,247521,739,64468,64631.0
2017-09-03,9,2017,35,6,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,7263.2500000000055,4489837,10672,0,0.0
2017-09-03,9,2017,35,6,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,119.25,15497,17,6754,6787.0
2017-09-03,9,2017,35,6,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,2400.7599999999998,1073420,2369,0,0.0
2017-09-03,9,2017,35,6,2017,Shopping,Mattress,SN,Tempur-Pedic,20025.07,326675,1854,0,0.0
2017-09-03,9,2017,35,6,2017,Shopping,Pillow,SN,Tempur-Pedic,4005.2699999999995,45884,632,0,0.0
2017-09-04,9,2017,35,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,114635.77000000003,186690,13625,0,0.0
2017-09-04,9,2017,35,7,2017,Branded Search,Other,SN,Tempur-Pedic,7247.409999999998,168333,1337,0,0.0
2017-09-04,9,2017,35,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,8829.059999999998,61024,2871,0,0.0
2017-09-04,9,2017,35,7,2017,Competitor Search,Mattress,SN,Tempur-Pedic,19262.789999999994,11413,965,0,0.0
2017-09-04,9,2017,35,7,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,837.23,582170,3129,0,0.0
2017-09-04,9,2017,35,7,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4827.13,270315,771,59259,59281.0
2017-09-04,9,2017,35,7,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,7356.770000000001,3400457,8429,0,0.0
2017-09-04,9,2017,35,7,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,141.10000000000002,18676,7,8055,8121.0
2017-09-04,9,2017,35,7,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,5042.839999999999,2939455,5864,0,0.0
2017-09-04,9,2017,35,7,2017,Shopping,Mattress,SN,Tempur-Pedic,20991.440000000002,419309,2039,0,0.0
2017-09-04,9,2017,35,7,2017,Shopping,Pillow,SN,Tempur-Pedic,4530.82,66761,815,0,0.0
2017-09-05,9,2017,36,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,36990.27999999996,112698,5625,0,0.0
2017-09-05,9,2017,36,1,2017,Branded Search,Other,SN,Tempur-Pedic,2975.1600000000008,109364,757,0,0.0
2017-09-05,9,2017,36,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,1656.1700000000005,14368,686,0,0.0
2017-09-05,9,2017,36,1,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9282.289999999999,9541,438,0,0.0
2017-09-05,9,2017,36,1,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,512.2800000000001,399572,1807,0,0.0
2017-09-05,9,2017,36,1,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4648.9,238174,704,57662,57752.0
2017-09-05,9,2017,36,1,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,5124.190000000003,2128233,4405,0,0.0
2017-09-05,9,2017,36,1,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,127.81000000000003,16596,9,6677,6690.0
2017-09-05,9,2017,36,1,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,2677.489999999999,1871099,2501,0,0.0
2017-09-05,9,2017,36,1,2017,Shopping,Mattress,SN,Tempur-Pedic,14289.86,193160,1300,0,0.0
2017-09-05,9,2017,36,1,2017,Shopping,Pillow,SN,Tempur-Pedic,2083.18,25791,350,0,0.0
2017-09-06,9,2017,36,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,30041.60999999999,97519,4737,0,0.0
2017-09-06,9,2017,36,2,2017,Branded Search,Other,SN,Tempur-Pedic,2658.070000000001,107125,700,0,0.0
2017-09-06,9,2017,36,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,1181.24,12111,487,0,0.0
2017-09-06,9,2017,36,2,2017,Competitor Search,Mattress,SN,Tempur-Pedic,6211.639999999999,7007,279,0,0.0
2017-09-06,9,2017,36,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,200.15,175629,771,0,0.0
2017-09-06,9,2017,36,2,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4553.7,239062,647,57913,58044.0
2017-09-06,9,2017,36,2,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2548.3200000000006,986688,1875,0,0.0
2017-09-06,9,2017,36,2,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,127.38,15851,6,6419,6437.0
2017-09-06,9,2017,36,2,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,1609.23,1335664,1812,0,0.0
2017-09-06,9,2017,36,2,2017,Shopping,Mattress,SN,Tempur-Pedic,7751.290000000001,122684,787,0,0.0
2017-09-06,9,2017,36,2,2017,Shopping,Pillow,SN,Tempur-Pedic,877.94,8939,136,0,0.0
2017-09-07,9,2017,36,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,24212.499999999996,77095,3936,0,0.0
2017-09-07,9,2017,36,3,2017,Branded Search,Other,SN,Tempur-Pedic,1575.5399999999997,85340,483,0,0.0
2017-09-07,9,2017,36,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,1015.7500000000001,11732,450,0,0.0
2017-09-07,9,2017,36,3,2017,Competitor Search,Mattress,SN,Tempur-Pedic,6181.150000000001,7500,296,0,0.0
2017-09-07,9,2017,36,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,155.63000000000002,130038,768,0,0.0
2017-09-07,9,2017,36,3,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4466.63,235962,633,57997,58152.0
2017-09-07,9,2017,36,3,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2265.35,912480,1871,0,0.0
2017-09-07,9,2017,36,3,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,124.47999999999999,15969,9,6391,6425.0
2017-09-07,9,2017,36,3,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,868.0599999999998,1223640,1521,0,0.0
2017-09-07,9,2017,36,3,2017,Shopping,Mattress,SN,Tempur-Pedic,7493.68,122423,772,0,0.0
2017-09-07,9,2017,36,3,2017,Shopping,Pillow,SN,Tempur-Pedic,511.02000000000004,6369,117,0,0.0
2017-09-08,9,2017,36,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,18073.279999999988,58067,2778,0,0.0
2017-09-08,9,2017,36,4,2017,Branded Search,Other,SN,Tempur-Pedic,1409.3300000000006,70986,417,0,0.0
2017-09-08,9,2017,36,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,812.0600000000001,8608,392,0,0.0
2017-09-08,9,2017,36,4,2017,Competitor Search,Mattress,SN,Tempur-Pedic,6054.28,7390,284,0,0.0
2017-09-08,9,2017,36,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,65.84,60009,352,0,0.0
2017-09-08,9,2017,36,4,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4407.459999999999,234441,676,56161,56250.0
2017-09-08,9,2017,36,4,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2313.3499999999995,899227,2162,0,0.0
2017-09-08,9,2017,36,4,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,127.73000000000002,17562,8,7281,7298.0
2017-09-08,9,2017,36,4,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,655.9899999999999,1099678,1316,0,0.0
2017-09-08,9,2017,36,4,2017,Shopping,Mattress,SN,Tempur-Pedic,7518.32,101970,718,0,0.0
2017-09-08,9,2017,36,4,2017,Shopping,Pillow,SN,Tempur-Pedic,461.31,5688,93,0,0.0
2017-09-09,9,2017,36,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,18851.040000000008,66649,2882,0,0.0
2017-09-09,9,2017,36,5,2017,Branded Search,Other,SN,Tempur-Pedic,1956.3400000000004,79776,540,0,0.0
2017-09-09,9,2017,36,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,703.8700000000002,8777,394,0,0.0
2017-09-09,9,2017,36,5,2017,Competitor Search,Mattress,SN,Tempur-Pedic,6198.919999999998,9145,313,0,0.0
2017-09-09,9,2017,36,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,83.68000000000002,63914,410,0,0.0
2017-09-09,9,2017,36,5,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4445.799999999999,249069,733,59332,59225.0
2017-09-09,9,2017,36,5,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2375.9200000000005,804535,2054,0,0.0
2017-09-09,9,2017,36,5,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,134.19000000000003,19174,2,8386,8439.0
2017-09-09,9,2017,36,5,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,705.29,1140730,1513,0,0.0
2017-09-09,9,2017,36,5,2017,Shopping,Mattress,SN,Tempur-Pedic,7512.879999999999,106379,793,0,0.0
2017-09-09,9,2017,36,5,2017,Shopping,Pillow,SN,Tempur-Pedic,281.15,3289,71,0,0.0
2017-09-10,9,2017,36,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,20726.98000000001,71945,3197,0,0.0
2017-09-10,9,2017,36,6,2017,Branded Search,Other,SN,Tempur-Pedic,2220.53,92289,628,0,0.0
2017-09-10,9,2017,36,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,736.22,8415,435,0,0.0
2017-09-10,9,2017,36,6,2017,Competitor Search,Mattress,SN,Tempur-Pedic,6412.619999999999,9013,312,0,0.0
2017-09-10,9,2017,36,6,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,74.85999999999999,67879,376,0,0.0
2017-09-10,9,2017,36,6,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4502.3099999999995,253827,706,60175,60136.0
2017-09-10,9,2017,36,6,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2670.54,1028216,2490,0,0.0
2017-09-10,9,2017,36,6,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,132.69,19090,7,8160,8193.0
2017-09-10,9,2017,36,6,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,703.8700000000002,1282566,1458,0,0.0
2017-09-10,9,2017,36,6,2017,Shopping,Mattress,SN,Tempur-Pedic,7510.9400000000005,107083,786,0,0.0
2017-09-10,9,2017,36,6,2017,Shopping,Pillow,SN,Tempur-Pedic,281.13,3879,84,0,0.0
2017-09-11,9,2017,36,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,19176.310000000012,67510,3131,0,0.0
2017-09-11,9,2017,36,7,2017,Branded Search,Other,SN,Tempur-Pedic,2139.5099999999998,87862,586,0,0.0
2017-09-11,9,2017,36,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,770.2100000000002,8407,424,0,0.0
2017-09-11,9,2017,36,7,2017,Competitor Search,Mattress,SN,Tempur-Pedic,6425.090000000002,9504,303,0,0.0
2017-09-11,9,2017,36,7,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,55.519999999999996,54807,272,0,0.0
2017-09-11,9,2017,36,7,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4708.11,245009,720,58608,58724.0
2017-09-11,9,2017,36,7,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2365.81,959970,2102,0,0.0
2017-09-11,9,2017,36,7,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,126.31000000000003,16246,9,6572,6642.0
2017-09-11,9,2017,36,7,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,667.3299999999997,1266988,1384,0,0.0
2017-09-11,9,2017,36,7,2017,Shopping,Mattress,SN,Tempur-Pedic,7846.93,110491,805,0,0.0
2017-09-11,9,2017,36,7,2017,Shopping,Pillow,SN,Tempur-Pedic,303.57,4197,80,0,0.0
2017-09-12,9,2017,37,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,18840.00000000003,70812,3370,0,0.0
2017-09-12,9,2017,37,1,2017,Branded Search,Other,SN,Tempur-Pedic,1965.5100000000004,84944,576,0,0.0
2017-09-12,9,2017,37,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,749.02,9107,396,0,0.0
2017-09-12,9,2017,37,1,2017,Competitor Search,Mattress,SN,Tempur-Pedic,3866.19,5686,180,0,0.0
2017-09-12,9,2017,37,1,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,50.6,44145,229,0,0.0
2017-09-12,9,2017,37,1,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4594.76,238271,637,56881,57015.0
2017-09-12,9,2017,37,1,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2332.2999999999997,833818,2016,0,0.0
2017-09-12,9,2017,37,1,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,123.82,16725,9,6707,6815.0
2017-09-12,9,2017,37,1,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,669.8700000000001,1350186,1491,0,0.0
2017-09-12,9,2017,37,1,2017,Shopping,Mattress,SN,Tempur-Pedic,7433.630000000001,108186,790,0,0.0
2017-09-12,9,2017,37,1,2017,Shopping,Pillow,SN,Tempur-Pedic,297.58000000000004,4441,86,0,0.0
2017-09-13,9,2017,37,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,18923.529999999984,68007,3336,0,0.0
2017-09-13,9,2017,37,2,2017,Branded Search,Other,SN,Tempur-Pedic,1876.8100000000004,81262,534,0,0.0
2017-09-13,9,2017,37,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,653.55,7587,338,0,0.0
2017-09-13,9,2017,37,2,2017,Competitor Search,Mattress,SN,Tempur-Pedic,3763.9799999999987,6872,195,0,0.0
2017-09-13,9,2017,37,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,44.49999999999999,34993,209,0,0.0
2017-09-13,9,2017,37,2,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4539.85,231204,609,54861,54952.0
2017-09-13,9,2017,37,2,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1956.8199999999993,693795,1645,0,0.0
2017-09-13,9,2017,37,2,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,119.42,15887,11,6297,6352.0
2017-09-13,9,2017,37,2,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,690.8000000000001,1396910,1540,0,0.0
2017-09-13,9,2017,37,2,2017,Shopping,Mattress,SN,Tempur-Pedic,7621.7,116419,822,0,0.0
2017-09-13,9,2017,37,2,2017,Shopping,Pillow,SN,Tempur-Pedic,287.63,4281,74,0,0.0
2017-09-14,9,2017,37,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,21036.36000000002,75195,3520,0,0.0
2017-09-14,9,2017,37,3,2017,Branded Search,Other,SN,Tempur-Pedic,1535.4499999999998,88984,497,0,0.0
2017-09-14,9,2017,37,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,612.0799999999999,8287,308,0,0.0
2017-09-14,9,2017,37,3,2017,Competitor Search,Mattress,SN,Tempur-Pedic,3505.2399999999993,6386,188,0,0.0
2017-09-14,9,2017,37,3,2017,Competitor Search,Pillow,SN,Tempur-Pedic,0.0,7,0,0,0.0
2017-09-14,9,2017,37,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,38.49,33596,177,0,0.0
2017-09-14,9,2017,37,3,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,4436.8,226673,616,54660,54811.0
2017-09-14,9,2017,37,3,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2105.710000000001,749649,1770,0,0.0
2017-09-14,9,2017,37,3,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,121.14000000000003,16618,10,6509,6587.0
2017-09-14,9,2017,37,3,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,605.15,919412,976,0,0.0
2017-09-14,9,2017,37,3,2017,Shopping,Mattress,SN,Tempur-Pedic,6227.089999999998,103464,700,0,0.0
2017-09-14,9,2017,37,3,2017,Shopping,Pillow,SN,Tempur-Pedic,303.58000000000004,4694,99,0,0.0
2017-09-15,9,2017,37,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,21619.999999999996,76998,3557,0,0.0
2017-09-15,9,2017,37,4,2017,Branded Search,Other,SN,Tempur-Pedic,1455.6799999999992,91671,488,0,0.0
2017-09-15,9,2017,37,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,828.7899999999998,10189,361,0,0.0
2017-09-15,9,2017,37,4,2017,Competitor Search,Mattress,SN,Tempur-Pedic,7010.500000000001,8393,416,0,0.0
2017-09-15,9,2017,37,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,44.92,30431,193,0,0.0
2017-09-15,9,2017,37,4,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1724.8600000000001,81491,226,21333,21404.0
2017-09-15,9,2017,37,4,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1864.1600000000005,626461,1552,0,0.0
2017-09-15,9,2017,37,4,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,122.05,17046,12,6598,6681.0
2017-09-15,9,2017,37,4,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,587.5400000000001,654082,755,0,0.0
2017-09-15,9,2017,37,4,2017,Shopping,Mattress,SN,Tempur-Pedic,5715.45,97468,705,0,0.0
2017-09-15,9,2017,37,4,2017,Shopping,Pillow,SN,Tempur-Pedic,513.79,8987,141,0,0.0
2017-09-16,9,2017,37,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,24403.330000000013,68022,3903,0,0.0
2017-09-16,9,2017,37,5,2017,Branded Search,Other,SN,Tempur-Pedic,2080.29,99774,625,0,0.0
2017-09-16,9,2017,37,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,360.1600000000001,4160,126,0,0.0
2017-09-16,9,2017,37,5,2017,Competitor Search,Mattress,SN,Tempur-Pedic,10388.210000000001,11313,483,0,0.0
2017-09-16,9,2017,37,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,40.04,27682,165,0,0.0
2017-09-16,9,2017,37,5,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2090.749999999999,671630,1745,0,0.0
2017-09-16,9,2017,37,5,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,128.59000000000003,18287,11,7397,7495.0
2017-09-16,9,2017,37,5,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,259.40000000000003,190483,328,0,0.0
2017-09-16,9,2017,37,5,2017,Shopping,Mattress,SN,Tempur-Pedic,5725.58,88679,677,0,0.0
2017-09-16,9,2017,37,5,2017,Shopping,Pillow,SN,Tempur-Pedic,2997.1499999999996,49542,633,0,0.0
2017-09-17,9,2017,37,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,49786.04,120343,6153,0,0.0
2017-09-17,9,2017,37,6,2017,Branded Search,Other,SN,Tempur-Pedic,2172.9100000000003,112222,676,0,0.0
2017-09-17,9,2017,37,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,6173.950000000002,43138,1283,0,0.0
2017-09-17,9,2017,37,6,2017,Competitor Search,Mattress,SN,Tempur-Pedic,10800.07,10977,469,0,0.0
2017-09-17,9,2017,37,6,2017,Competitor Search,Pillow,SN,Tempur-Pedic,21.93,25,1,0,0.0
2017-09-17,9,2017,37,6,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,209.76999999999998,164109,682,0,0.0
2017-09-17,9,2017,37,6,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,2406.520000000001,851351,2005,0,0.0
2017-09-17,9,2017,37,6,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,127.38,18021,3,7099,7196.0
2017-09-17,9,2017,37,6,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,101.50999999999999,65116,136,0,0.0
2017-09-17,9,2017,37,6,2017,Shopping,Mattress,SN,Tempur-Pedic,6503.670000000001,100158,761,0,0.0
2017-09-17,9,2017,37,6,2017,Shopping,Pillow,SN,Tempur-Pedic,3806.1800000000003,55139,709,0,0.0
2017-09-18,9,2017,37,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,17580.660000000007,59803,3259,0,0.0
2017-09-18,9,2017,37,7,2017,Branded Search,Other,SN,Tempur-Pedic,1252.91,64258,446,0,0.0
2017-09-18,9,2017,37,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,6973.010000000001,49056,1539,0,0.0
2017-09-18,9,2017,37,7,2017,Competitor Search,Mattress,SN,Tempur-Pedic,4453.56,7428,184,0,0.0
2017-09-18,9,2017,37,7,2017,Competitor Search,Pillow,SN,Tempur-Pedic,23.67,29,1,0,0.0
2017-09-18,9,2017,37,7,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,441.08,290361,1259,0,0.0
2017-09-18,9,2017,37,7,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,627.6899999999999,223897,562,0,0.0
2017-09-18,9,2017,37,7,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,182.4300000000001,19911,4,7597,7666.0
2017-09-18,9,2017,37,7,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,171.55,78907,205,0,0.0
2017-09-18,9,2017,37,7,2017,Shopping,Mattress,SN,Tempur-Pedic,3133.81,52866,384,0,0.0
2017-09-18,9,2017,37,7,2017,Shopping,Pillow,SN,Tempur-Pedic,4358.41,64836,761,0,0.0
2017-09-19,9,2017,38,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,18546.8,64108,3179,0,0.0
2017-09-19,9,2017,38,1,2017,Branded Search,Other,SN,Tempur-Pedic,1521.8599999999997,78875,507,0,0.0
2017-09-19,9,2017,38,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,1827.6100000000006,17164,440,0,0.0
2017-09-19,9,2017,38,1,2017,Competitor Search,Mattress,SN,Tempur-Pedic,2505.55,6165,131,0,0.0
2017-09-19,9,2017,38,1,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,434.87,240380,1090,0,0.0
2017-09-19,9,2017,38,1,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,592.2999999999996,213711,498,0,0.0
2017-09-19,9,2017,38,1,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,181.24000000000004,19723,10,7613,7689.0
2017-09-19,9,2017,38,1,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,454.8100000000002,428519,654,0,0.0
2017-09-19,9,2017,38,1,2017,Shopping,Mattress,SN,Tempur-Pedic,3056.71,59103,404,0,0.0
2017-09-19,9,2017,38,1,2017,Shopping,Pillow,SN,Tempur-Pedic,1518.62,23228,258,0,0.0
2017-09-20,9,2017,38,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,18359.859999999993,68066,3338,0,0.0
2017-09-20,9,2017,38,2,2017,Branded Search,Other,SN,Tempur-Pedic,1069.29,74623,399,0,0.0
2017-09-20,9,2017,38,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,1204.1699999999998,11564,344,0,0.0
2017-09-20,9,2017,38,2,2017,Competitor Search,Mattress,SN,Tempur-Pedic,7447.61,14475,381,0,0.0
2017-09-20,9,2017,38,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,428.97,216190,1016,0,0.0
2017-09-20,9,2017,38,2,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,605.05,210697,524,0,0.0
2017-09-20,9,2017,38,2,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,175.86,18795,11,6768,6839.0
2017-09-20,9,2017,38,2,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,338.22,339991,524,0,0.0
2017-09-20,9,2017,38,2,2017,Shopping,Mattress,SN,Tempur-Pedic,3035.56,53459,373,0,0.0
2017-09-20,9,2017,38,2,2017,Shopping,Pillow,SN,Tempur-Pedic,567.19,8432,131,0,0.0
2017-09-21,9,2017,38,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,17621.650000000005,67754,3293,0,0.0
2017-09-21,9,2017,38,3,2017,Branded Search,Other,SN,Tempur-Pedic,1062.2600000000002,63271,380,0,0.0
2017-09-21,9,2017,38,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,1046.3,11360,327,0,0.0
2017-09-21,9,2017,38,3,2017,Competitor Search,Mattress,SN,Tempur-Pedic,13343.070000000002,22600,619,0,0.0
2017-09-21,9,2017,38,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,434.34000000000003,202887,1016,0,0.0
2017-09-21,9,2017,38,3,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,580.33,202389,525,0,0.0
2017-09-21,9,2017,38,3,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,181.91000000000003,17907,10,6917,7000.0
2017-09-21,9,2017,38,3,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,325.1,320389,513,0,0.0
