hit_date,hit_isoweek,hit_month,hit_quarter,hit_year,hit_isoyear,hit_brandname,hit_parentcompany,hit_brandtype,hit_brandsubtype,hit_value
2016-05-08,18,5,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,58784.0
2016-05-08,18,5,2,2016,2016,serta,ssb,manufacturer,traditional,64458.0
2016-05-08,18,5,2,2016,2016,Helix,Helix,manufacturer,disruptor,72375.0
2016-05-08,18,5,2,2016,2016,leesa,leesa,manufacturer,disruptor,73176.0
2016-05-08,18,5,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,91872.0
2016-05-08,18,5,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,92059.0
2016-05-08,18,5,2,2016,2016,saatva,saatva,manufacturer,disruptor,115870.0
2016-05-08,18,5,2,2016,2016,sleep number,select comfort,manufacturer,traditional,286235.0
2016-05-15,19,5,2,2016,2016,purple,purple,manufacturer,disruptor,8431.0
2016-05-15,19,5,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,10177.0
2016-05-15,19,5,2,2016,2016,cocoon,tsi,manufacturer,disruptor,12442.0
2016-05-15,19,5,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,18012.0
2016-05-15,19,5,2,2016,2016,sealy,tsi,manufacturer,traditional,25807.0
2016-05-15,19,5,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,29264.0
2016-05-15,19,5,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,42096.0
2016-05-15,19,5,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,49748.0
2016-05-15,19,5,2,2016,2016,serta,ssb,manufacturer,traditional,68928.0
2016-05-15,19,5,2,2016,2016,leesa,leesa,manufacturer,disruptor,80300.0
2016-05-15,19,5,2,2016,2016,Helix,Helix,manufacturer,disruptor,86510.0
2016-05-15,19,5,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,96097.0
2016-05-15,19,5,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,96942.0
2016-05-15,19,5,2,2016,2016,saatva,saatva,manufacturer,disruptor,121219.0
2016-05-15,19,5,2,2016,2016,casper,casper,manufacturer,disruptor,218273.0
2016-05-15,19,5,2,2016,2016,sleep number,select comfort,manufacturer,traditional,377436.0
2016-05-22,20,5,2,2016,2016,cocoon,tsi,manufacturer,disruptor,6547.0
2016-05-22,20,5,2,2016,2016,purple,purple,manufacturer,disruptor,9618.0
2016-05-22,20,5,2,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,10635.0
2016-05-22,20,5,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,13583.0
2016-05-22,20,5,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,24942.0
2016-05-22,20,5,2,2016,2016,sealy,tsi,manufacturer,traditional,27323.0
2016-05-22,20,5,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,31042.0
2016-05-22,20,5,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,43596.0
2016-05-22,20,5,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,45231.0
2016-05-22,20,5,2,2016,2016,leesa,leesa,manufacturer,disruptor,54633.0
2016-05-22,20,5,2,2016,2016,Helix,Helix,manufacturer,disruptor,65392.0
2016-05-22,20,5,2,2016,2016,serta,ssb,manufacturer,traditional,87275.0
2016-05-22,20,5,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,100824.0
2016-05-22,20,5,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,116990.0
2016-05-22,20,5,2,2016,2016,saatva,saatva,manufacturer,disruptor,134383.0
2016-05-22,20,5,2,2016,2016,casper,casper,manufacturer,disruptor,219933.0
2016-05-22,20,5,2,2016,2016,sleep number,select comfort,manufacturer,traditional,490023.0
2016-05-29,21,5,2,2016,2016,cocoon,tsi,manufacturer,disruptor,6602.0
2016-05-29,21,5,2,2016,2016,purple,purple,manufacturer,disruptor,8796.0
2016-05-29,21,5,2,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,12104.0
2016-05-29,21,5,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,13537.0
2016-05-29,21,5,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,29698.0
2016-05-29,21,5,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,36160.0
2016-05-29,21,5,2,2016,2016,sealy,tsi,manufacturer,traditional,36590.0
2016-05-29,21,5,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,51244.0
2016-05-29,21,5,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,52275.0
2016-05-29,21,5,2,2016,2016,leesa,leesa,manufacturer,disruptor,62841.0
2016-05-29,21,5,2,2016,2016,Helix,Helix,manufacturer,disruptor,63636.0
2016-05-29,21,5,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,109509.0
2016-05-29,21,5,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,114183.0
2016-05-29,21,5,2,2016,2016,serta,ssb,manufacturer,traditional,122887.0
2016-05-29,21,5,2,2016,2016,saatva,saatva,manufacturer,disruptor,147473.0
2016-05-29,21,5,2,2016,2016,casper,casper,manufacturer,disruptor,235345.0
2016-05-29,21,5,2,2016,2016,sleep number,select comfort,manufacturer,traditional,495045.0
2016-06-05,22,6,2,2016,2016,cocoon,tsi,manufacturer,disruptor,6708.0
2016-06-05,22,6,2,2016,2016,purple,purple,manufacturer,disruptor,8530.0
2016-06-05,22,6,2,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,12317.0
2016-06-05,22,6,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,13055.0
2016-06-05,22,6,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,29226.0
2016-06-05,22,6,2,2016,2016,sealy,tsi,manufacturer,traditional,30993.0
2016-06-05,22,6,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,33061.0
2016-06-05,22,6,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,49321.0
2016-06-05,22,6,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,49526.0
2016-06-05,22,6,2,2016,2016,leesa,leesa,manufacturer,disruptor,65393.0
2016-06-05,22,6,2,2016,2016,Helix,Helix,manufacturer,disruptor,72753.0
2016-06-05,22,6,2,2016,2016,serta,ssb,manufacturer,traditional,107039.0
2016-06-05,22,6,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,114243.0
2016-06-05,22,6,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,121997.0
2016-06-05,22,6,2,2016,2016,saatva,saatva,manufacturer,disruptor,131070.0
2016-06-05,22,6,2,2016,2016,casper,casper,manufacturer,disruptor,214423.0
2016-06-05,22,6,2,2016,2016,sleep number,select comfort,manufacturer,traditional,442156.0
2016-06-12,23,6,2,2016,2016,cocoon,tsi,manufacturer,disruptor,5269.0
2016-06-12,23,6,2,2016,2016,purple,purple,manufacturer,disruptor,7110.0
2016-06-12,23,6,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,10996.0
2016-06-12,23,6,2,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,13761.0
2016-06-12,23,6,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,22797.0
2016-06-12,23,6,2,2016,2016,sealy,tsi,manufacturer,traditional,25170.0
2016-06-12,23,6,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,27249.0
2016-06-12,23,6,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,37820.0
2016-06-12,23,6,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,51244.0
2016-06-12,23,6,2,2016,2016,leesa,leesa,manufacturer,disruptor,63794.0
2016-06-12,23,6,2,2016,2016,serta,ssb,manufacturer,traditional,63979.0
2016-06-12,23,6,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,76318.0
2016-06-12,23,6,2,2016,2016,Helix,Helix,manufacturer,disruptor,97109.0
2016-06-12,23,6,2,2016,2016,saatva,saatva,manufacturer,disruptor,107715.0
2016-06-12,23,6,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,109989.0
2016-06-12,23,6,2,2016,2016,casper,casper,manufacturer,disruptor,235745.0
2016-06-12,23,6,2,2016,2016,sleep number,select comfort,manufacturer,traditional,386558.0
2016-06-19,24,6,2,2016,2016,cocoon,tsi,manufacturer,disruptor,2144.0
2016-06-19,24,6,2,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,11920.0
2016-06-19,24,6,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,12753.0
2016-06-19,24,6,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,23492.0
2016-06-19,24,6,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,25675.0
2016-06-19,24,6,2,2016,2016,sealy,tsi,manufacturer,traditional,30731.0
2016-06-19,24,6,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,42466.0
2016-06-19,24,6,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,43520.0
2016-06-19,24,6,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,59352.0
2016-06-19,24,6,2,2016,2016,serta,ssb,manufacturer,traditional,61657.0
2016-06-19,24,6,2,2016,2016,Helix,Helix,manufacturer,disruptor,70611.0
2016-06-19,24,6,2,2016,2016,leesa,leesa,manufacturer,disruptor,79853.0
2016-06-19,24,6,2,2016,2016,saatva,saatva,manufacturer,disruptor,101739.0
2016-06-19,24,6,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,105193.0
2016-06-19,24,6,2,2016,2016,purple,purple,manufacturer,disruptor,134287.0
2016-06-19,24,6,2,2016,2016,casper,casper,manufacturer,disruptor,214660.0
2016-06-19,24,6,2,2016,2016,sleep number,select comfort,manufacturer,traditional,325047.0
2016-06-26,25,6,2,2016,2016,cocoon,tsi,manufacturer,disruptor,7393.0
2016-06-26,25,6,2,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,8163.0
2016-06-26,25,6,2,2016,2016,stearns & foster,tsi,manufacturer,traditional,14478.0
2016-06-26,25,6,2,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,28167.0
2016-06-26,25,6,2,2016,2016,sealy,tsi,manufacturer,traditional,28305.0
2016-06-26,25,6,2,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,28975.0
2016-06-26,25,6,2,2016,2016,loom & leaf,saatva,manufacturer,disruptor,46626.0
2016-06-26,25,6,2,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,48693.0
2016-06-26,25,6,2,2016,2016,leesa,leesa,manufacturer,disruptor,64053.0
2016-06-26,25,6,2,2016,2016,Helix,Helix,manufacturer,disruptor,66262.0
2016-06-26,25,6,2,2016,2016,tempur-pedic,tsi,manufacturer,traditional,71735.0
2016-06-26,25,6,2,2016,2016,serta,ssb,manufacturer,traditional,75026.0
2016-06-26,25,6,2,2016,2016,saatva,saatva,manufacturer,disruptor,115601.0
2016-06-26,25,6,2,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,121406.0
2016-06-26,25,6,2,2016,2016,purple,purple,manufacturer,disruptor,126441.0
2016-06-26,25,6,2,2016,2016,casper,casper,manufacturer,disruptor,244855.0
2016-06-26,25,6,2,2016,2016,sleep number,select comfort,manufacturer,traditional,383148.0
2016-07-03,26,7,3,2016,2016,cocoon,tsi,manufacturer,disruptor,10247.0
2016-07-03,26,7,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,11637.0
2016-07-03,26,7,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,16260.0
2016-07-03,26,7,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,20504.0
2016-07-03,26,7,3,2016,2016,sealy,tsi,manufacturer,traditional,33084.0
2016-07-03,26,7,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,40496.0
2016-07-03,26,7,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,51390.0
2016-07-03,26,7,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,58209.0
2016-07-03,26,7,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,73435.0
2016-07-03,26,7,3,2016,2016,Helix,Helix,manufacturer,disruptor,74445.0
2016-07-03,26,7,3,2016,2016,leesa,leesa,manufacturer,disruptor,81982.0
2016-07-03,26,7,3,2016,2016,serta,ssb,manufacturer,traditional,93916.0
2016-07-03,26,7,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,117181.0
2016-07-03,26,7,3,2016,2016,purple,purple,manufacturer,disruptor,128995.0
2016-07-03,26,7,3,2016,2016,saatva,saatva,manufacturer,disruptor,152632.0
2016-07-03,26,7,3,2016,2016,casper,casper,manufacturer,disruptor,289212.0
2016-07-03,26,7,3,2016,2016,sleep number,select comfort,manufacturer,traditional,426010.0
2016-07-10,27,7,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,16531.0
2016-07-10,27,7,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,16588.0
2016-07-10,27,7,3,2016,2016,cocoon,tsi,manufacturer,disruptor,17533.0
2016-07-10,27,7,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,23950.0
2016-07-10,27,7,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,34915.0
2016-07-10,27,7,3,2016,2016,sealy,tsi,manufacturer,traditional,34926.0
2016-07-10,27,7,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,60293.0
2016-07-10,27,7,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,66247.0
2016-07-10,27,7,3,2016,2016,Helix,Helix,manufacturer,disruptor,87289.0
2016-07-10,27,7,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,88884.0
2016-07-10,27,7,3,2016,2016,leesa,leesa,manufacturer,disruptor,91617.0
2016-07-10,27,7,3,2016,2016,serta,ssb,manufacturer,traditional,102474.0
2016-07-10,27,7,3,2016,2016,purple,purple,manufacturer,disruptor,126731.0
2016-07-10,27,7,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,148807.0
2016-07-10,27,7,3,2016,2016,saatva,saatva,manufacturer,disruptor,220460.0
2016-07-10,27,7,3,2016,2016,casper,casper,manufacturer,disruptor,306054.0
2016-07-10,27,7,3,2016,2016,sleep number,select comfort,manufacturer,traditional,420723.0
2016-07-17,28,7,3,2016,2016,cocoon,tsi,manufacturer,disruptor,12008.0
2016-07-17,28,7,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,14996.0
2016-07-17,28,7,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,15955.0
2016-07-17,28,7,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,20459.0
2016-07-17,28,7,3,2016,2016,sealy,tsi,manufacturer,traditional,24126.0
2016-07-17,28,7,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,29475.0
2016-07-17,28,7,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,59275.0
2016-07-17,28,7,3,2016,2016,serta,ssb,manufacturer,traditional,66277.0
2016-07-17,28,7,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,68947.0
2016-07-17,28,7,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,72791.0
2016-07-17,28,7,3,2016,2016,Helix,Helix,manufacturer,disruptor,75221.0
2016-07-17,28,7,3,2016,2016,leesa,leesa,manufacturer,disruptor,87507.0
2016-07-17,28,7,3,2016,2016,purple,purple,manufacturer,disruptor,126521.0
2016-07-17,28,7,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,142216.0
2016-07-17,28,7,3,2016,2016,saatva,saatva,manufacturer,disruptor,182051.0
2016-07-17,28,7,3,2016,2016,casper,casper,manufacturer,disruptor,240392.0
2016-07-17,28,7,3,2016,2016,sleep number,select comfort,manufacturer,traditional,355918.0
2016-07-24,29,7,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,10905.0
2016-07-24,29,7,3,2016,2016,cocoon,tsi,manufacturer,disruptor,14352.0
2016-07-24,29,7,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,17021.0
2016-07-24,29,7,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,19331.0
2016-07-24,29,7,3,2016,2016,sealy,tsi,manufacturer,traditional,19872.0
2016-07-24,29,7,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,19951.0
2016-07-24,29,7,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,57376.0
2016-07-24,29,7,3,2016,2016,serta,ssb,manufacturer,traditional,58117.0
2016-07-24,29,7,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,58551.0
2016-07-24,29,7,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,78867.0
2016-07-24,29,7,3,2016,2016,Helix,Helix,manufacturer,disruptor,88415.0
2016-07-24,29,7,3,2016,2016,leesa,leesa,manufacturer,disruptor,101245.0
2016-07-24,29,7,3,2016,2016,purple,purple,manufacturer,disruptor,132767.0
2016-07-24,29,7,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,157131.0
2016-07-24,29,7,3,2016,2016,saatva,saatva,manufacturer,disruptor,180537.0
2016-07-24,29,7,3,2016,2016,casper,casper,manufacturer,disruptor,273601.0
2016-07-24,29,7,3,2016,2016,sleep number,select comfort,manufacturer,traditional,310386.0
2016-07-31,30,7,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,9385.0
2016-07-31,30,7,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,15717.0
2016-07-31,30,7,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,19768.0
2016-07-31,30,7,3,2016,2016,cocoon,tsi,manufacturer,disruptor,22150.0
2016-07-31,30,7,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,23005.0
2016-07-31,30,7,3,2016,2016,sealy,tsi,manufacturer,traditional,25467.0
2016-07-31,30,7,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,61383.0
2016-07-31,30,7,3,2016,2016,serta,ssb,manufacturer,traditional,64902.0
2016-07-31,30,7,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,75269.0
2016-07-31,30,7,3,2016,2016,leesa,leesa,manufacturer,disruptor,78984.0
2016-07-31,30,7,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,88469.0
2016-07-31,30,7,3,2016,2016,purple,purple,manufacturer,disruptor,121358.0
2016-07-31,30,7,3,2016,2016,Helix,Helix,manufacturer,disruptor,132364.0
2016-07-31,30,7,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,140234.0
2016-07-31,30,7,3,2016,2016,saatva,saatva,manufacturer,disruptor,190297.0
2016-07-31,30,7,3,2016,2016,casper,casper,manufacturer,disruptor,275123.0
2016-07-31,30,7,3,2016,2016,sleep number,select comfort,manufacturer,traditional,365667.0
2016-08-07,31,8,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,11140.0
2016-08-07,31,8,3,2016,2016,cocoon,tsi,manufacturer,disruptor,14582.0
2016-08-07,31,8,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,15544.0
2016-08-07,31,8,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,25701.0
2016-08-07,31,8,3,2016,2016,sealy,tsi,manufacturer,traditional,27177.0
2016-08-07,31,8,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,29629.0
2016-08-07,31,8,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,65442.0
2016-08-07,31,8,3,2016,2016,serta,ssb,manufacturer,traditional,70301.0
2016-08-07,31,8,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,77569.0
2016-08-07,31,8,3,2016,2016,leesa,leesa,manufacturer,disruptor,81452.0
2016-08-07,31,8,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,100427.0
2016-08-07,31,8,3,2016,2016,Helix,Helix,manufacturer,disruptor,115022.0
2016-08-07,31,8,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,154800.0
2016-08-21,33,8,3,2016,2016,sealy,tsi,manufacturer,traditional,32367.0
2016-08-07,31,8,3,2016,2016,purple,purple,manufacturer,disruptor,161794.0
2016-08-07,31,8,3,2016,2016,saatva,saatva,manufacturer,disruptor,201777.0
2016-08-07,31,8,3,2016,2016,casper,casper,manufacturer,disruptor,269042.0
2016-08-07,31,8,3,2016,2016,sleep number,select comfort,manufacturer,traditional,476944.0
2016-08-14,32,8,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,8219.0
2016-08-14,32,8,3,2016,2016,cocoon,tsi,manufacturer,disruptor,12687.0
2016-08-14,32,8,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,16972.0
2016-08-14,32,8,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,24521.0
2016-08-14,32,8,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,24641.0
2016-08-14,32,8,3,2016,2016,sealy,tsi,manufacturer,traditional,26750.0
2016-08-14,32,8,3,2016,2016,serta,ssb,manufacturer,traditional,56089.0
2016-08-14,32,8,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,57359.0
2016-08-14,32,8,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,62193.0
2016-08-14,32,8,3,2016,2016,leesa,leesa,manufacturer,disruptor,86655.0
2016-08-14,32,8,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,102446.0
2016-08-14,32,8,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,142317.0
2016-08-14,32,8,3,2016,2016,purple,purple,manufacturer,disruptor,143747.0
2016-08-14,32,8,3,2016,2016,saatva,saatva,manufacturer,disruptor,160935.0
2016-08-14,32,8,3,2016,2016,Helix,Helix,manufacturer,disruptor,163396.0
2016-08-14,32,8,3,2016,2016,casper,casper,manufacturer,disruptor,263908.0
2016-08-14,32,8,3,2016,2016,sleep number,select comfort,manufacturer,traditional,564784.0
2016-08-21,33,8,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,14045.0
2016-08-21,33,8,3,2016,2016,cocoon,tsi,manufacturer,disruptor,14941.0
2016-08-21,33,8,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,22957.0
2016-08-21,33,8,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,28012.0
2016-08-21,33,8,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,40774.0
2016-08-21,33,8,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,53496.0
2016-08-21,33,8,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,69813.0
2016-08-21,33,8,3,2016,2016,serta,ssb,manufacturer,traditional,79176.0
2016-08-21,33,8,3,2016,2016,leesa,leesa,manufacturer,disruptor,86617.0
2016-08-21,33,8,3,2016,2016,purple,purple,manufacturer,disruptor,122732.0
2016-08-21,33,8,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,128489.0
2016-08-21,33,8,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,139694.0
2016-08-21,33,8,3,2016,2016,Helix,Helix,manufacturer,disruptor,141096.0
2016-08-21,33,8,3,2016,2016,saatva,saatva,manufacturer,disruptor,144683.0
2016-08-21,33,8,3,2016,2016,casper,casper,manufacturer,disruptor,312982.0
2016-08-21,33,8,3,2016,2016,sleep number,select comfort,manufacturer,traditional,718950.0
2016-08-28,34,8,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,13472.0
2016-08-28,34,8,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,16440.0
2016-08-28,34,8,3,2016,2016,cocoon,tsi,manufacturer,disruptor,24539.0
2016-08-28,34,8,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,27671.0
2016-08-28,34,8,3,2016,2016,sealy,tsi,manufacturer,traditional,42229.0
2016-08-28,34,8,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,57300.0
2016-08-28,34,8,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,61271.0
2016-08-28,34,8,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,84920.0
2016-08-28,34,8,3,2016,2016,serta,ssb,manufacturer,traditional,92475.0
2016-08-28,34,8,3,2016,2016,leesa,leesa,manufacturer,disruptor,100744.0
2016-08-28,34,8,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,105772.0
2016-08-28,34,8,3,2016,2016,Helix,Helix,manufacturer,disruptor,121843.0
2016-08-28,34,8,3,2016,2016,purple,purple,manufacturer,disruptor,130277.0
2016-08-28,34,8,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,142520.0
2016-08-28,34,8,3,2016,2016,saatva,saatva,manufacturer,disruptor,169533.0
2016-08-28,34,8,3,2016,2016,casper,casper,manufacturer,disruptor,284405.0
2016-08-28,34,8,3,2016,2016,sleep number,select comfort,manufacturer,traditional,877144.0
2016-09-04,35,9,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,12437.0
2016-09-04,35,9,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,20061.0
2016-09-04,35,9,3,2016,2016,cocoon,tsi,manufacturer,disruptor,24278.0
2016-09-04,35,9,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,28660.0
2016-09-04,35,9,3,2016,2016,sealy,tsi,manufacturer,traditional,52088.0
2016-09-04,35,9,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,55063.0
2016-09-04,35,9,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,55606.0
2016-09-04,35,9,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,95181.0
2016-09-04,35,9,3,2016,2016,leesa,leesa,manufacturer,disruptor,101341.0
2016-09-04,35,9,3,2016,2016,Helix,Helix,manufacturer,disruptor,113808.0
2016-09-04,35,9,3,2016,2016,serta,ssb,manufacturer,traditional,115540.0
2016-09-04,35,9,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,134673.0
2016-09-04,35,9,3,2016,2016,purple,purple,manufacturer,disruptor,147709.0
2016-09-04,35,9,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,161833.0
2016-09-04,35,9,3,2016,2016,saatva,saatva,manufacturer,disruptor,187475.0
2016-09-04,35,9,3,2016,2016,casper,casper,manufacturer,disruptor,330877.0
2016-09-04,35,9,3,2016,2016,sleep number,select comfort,manufacturer,traditional,828070.0
2016-09-11,36,9,3,2016,2016,stearns & foster,tsi,manufacturer,traditional,20307.0
2016-09-11,36,9,3,2016,2016,Zen Haven,Saatva,manufacturer,disruptor,22715.0
2016-09-11,36,9,3,2016,2016,cocoon,tsi,manufacturer,disruptor,22967.0
2016-09-11,36,9,3,2016,2016,Bed In a Box,Bed In a Box,manufacturer,disruptor,27927.0
2016-09-11,36,9,3,2016,2016,simmons/beautyrest,ssb,manufacturer,traditional,40345.0
2016-09-11,36,9,3,2016,2016,sealy,tsi,manufacturer,traditional,45042.0
2016-09-11,36,9,3,2016,2016,loom & leaf,saatva,manufacturer,disruptor,62860.0
2016-09-11,36,9,3,2016,2016,tempur-pedic,tsi,manufacturer,traditional,95642.0
2016-09-11,36,9,3,2016,2016,serta,ssb,manufacturer,traditional,103287.0
2016-09-11,36,9,3,2016,2016,Helix,Helix,manufacturer,disruptor,107780.0
2016-09-11,36,9,3,2016,2016,leesa,leesa,manufacturer,disruptor,107845.0
2016-09-11,36,9,3,2016,2016,tuft & needle,tuft & needle,manufacturer,disruptor,155976.0
2016-09-11,36,9,3,2016,2016,ghost bed,ghost bed,manufacturer,disruptor,156911.0
2016-09-11,36,9,3,2016,2016,purple,purple,manufacturer,disruptor,158649.0
2016-09-11,36,9,3,2016,2016,saatva,saatva,manufacturer,disruptor,190551.0
