hit_date,hit_isoweek,hit_month,hit_quarter,hit_year,hit_isoyear,hit_brandname,hit_parentcompany,hit_brandtype,hit_brandsubtype,hit_value
2017-02-26,8,2,1,2017,2017,purple,purple,manufacturer,disruptor,473461.0
2017-02-26,8,2,1,2017,2017,casper,casper,manufacturer,disruptor,309855.0
2017-02-26,8,2,1,2017,2017,saatva,saatva,manufacturer,disruptor,171031.0
2017-02-26,8,2,1,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,149457.0
2017-02-26,8,2,1,2017,2017,leesa,leesa,manufacturer,disruptor,135982.0
2017-02-26,8,2,1,2017,2017,loom & leaf,saatva,manufacturer,disruptor,62689.0
2017-02-26,8,2,1,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,145605.0
2017-02-26,8,2,1,2017,2017,Helix,Helix,manufacturer,disruptor,38871.0
2017-02-26,8,2,1,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,18299.0
2017-02-26,8,2,1,2017,2017,cocoon,tsi,manufacturer,disruptor,43168.0
2017-02-26,8,2,1,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,29697.0
2017-02-26,8,2,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2038.0
2017-02-26,8,2,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2038.0
2017-02-26,8,2,1,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,12214.0
2017-02-26,8,2,1,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,1321.0
2017-02-26,8,2,1,2017,2017,eight bed,eight bed,manufacturer,disruptor,17070.0
2017-02-26,8,2,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,0.0
2017-02-26,8,2,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,0.0
2017-03-05,9,3,1,2017,2017,purple,purple,manufacturer,disruptor,426834.0
2017-03-05,9,3,1,2017,2017,casper,casper,manufacturer,disruptor,296251.0
2017-03-05,9,3,1,2017,2017,saatva,saatva,manufacturer,disruptor,157393.0
2017-03-05,9,3,1,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,155203.0
2017-03-05,9,3,1,2017,2017,leesa,leesa,manufacturer,disruptor,93018.0
2017-03-05,9,3,1,2017,2017,loom & leaf,saatva,manufacturer,disruptor,56463.0
2017-03-05,9,3,1,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,125704.0
2017-03-05,9,3,1,2017,2017,Helix,Helix,manufacturer,disruptor,34820.0
2017-03-05,9,3,1,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,15163.0
2017-03-05,9,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,25059.0
2017-03-05,9,3,1,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,20068.0
2017-03-05,9,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2426.0
2017-03-05,9,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2426.0
2017-03-05,9,3,1,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,8552.0
2017-03-05,9,3,1,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,1997.0
2017-03-05,9,3,1,2017,2017,eight bed,eight bed,manufacturer,disruptor,16138.0
2017-03-05,9,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,0.0
2017-03-05,9,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,0.0
2017-03-12,10,3,1,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,163086.0
2017-03-12,10,3,1,2017,2017,loom & leaf,saatva,manufacturer,disruptor,47642.0
2017-03-12,10,3,1,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,150492.0
2017-03-12,10,3,1,2017,2017,Helix,Helix,manufacturer,disruptor,31948.0
2017-03-12,10,3,1,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,20216.0
2017-03-12,10,3,1,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,21283.0
2017-03-12,10,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,24511.0
2017-03-12,10,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,5791.0
2017-03-12,10,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,5791.0
2017-03-12,10,3,1,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,5042.0
2017-03-12,10,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,24511.0
2017-03-12,10,3,1,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,
2017-03-12,10,3,1,2017,2017,eight bed,eight bed,manufacturer,disruptor,12004.0
2017-03-12,10,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-03-12,10,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-03-19,11,3,1,2017,2017,purple,purple,manufacturer,disruptor,339011.0
2017-03-19,11,3,1,2017,2017,casper,casper,manufacturer,disruptor,250951.0
2017-03-19,11,3,1,2017,2017,saatva,saatva,manufacturer,disruptor,142382.0
2017-03-19,11,3,1,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,160526.0
2017-03-19,11,3,1,2017,2017,leesa,leesa,manufacturer,disruptor,94584.0
2017-03-19,11,3,1,2017,2017,loom & leaf,saatva,manufacturer,disruptor,48736.0
2017-03-19,11,3,1,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,126128.0
2017-03-19,11,3,1,2017,2017,Helix,Helix,manufacturer,disruptor,34743.0
2017-03-19,11,3,1,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,13949.0
2017-03-19,11,3,1,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,17231.0
2017-03-19,11,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,23946.0
2017-03-19,11,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,3711.0
2017-03-19,11,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,3711.0
2017-03-19,11,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,23946.0
2017-03-19,11,3,1,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,7275.0
2017-03-19,11,3,1,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,1657.0
2017-03-19,11,3,1,2017,2017,eight bed,eight bed,manufacturer,disruptor,9634.0
2017-03-19,11,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-03-19,11,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-03-26,12,3,1,2017,2017,purple,purple,manufacturer,disruptor,283283.0
2017-03-26,12,3,1,2017,2017,casper,casper,manufacturer,disruptor,237608.0
2017-03-26,12,3,1,2017,2017,saatva,saatva,manufacturer,disruptor,148840.0
2017-03-26,12,3,1,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,153987.0
2017-03-26,12,3,1,2017,2017,leesa,leesa,manufacturer,disruptor,94023.0
2017-03-26,12,3,1,2017,2017,loom & leaf,saatva,manufacturer,disruptor,55293.0
2017-03-26,12,3,1,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,97860.0
2017-03-26,12,3,1,2017,2017,Helix,Helix,manufacturer,disruptor,28214.0
2017-03-26,12,3,1,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,20239.0
2017-03-26,12,3,1,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,14803.0
2017-03-26,12,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,19655.0
2017-03-26,12,3,1,2017,2017,cocoon,tsi,manufacturer,disruptor,19655.0
2017-03-26,12,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2968.0
2017-03-26,12,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2968.0
2017-03-26,12,3,1,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,10704.0
2017-03-26,12,3,1,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,
2017-03-26,12,3,1,2017,2017,eight bed,eight bed,manufacturer,disruptor,11101.0
2017-03-26,12,3,1,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-03-26,12,3,1,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-04-02,13,4,2,2017,2017,purple,purple,manufacturer,disruptor,274308.0
2017-04-02,13,4,2,2017,2017,casper,casper,manufacturer,disruptor,252944.0
2017-04-02,13,4,2,2017,2017,saatva,saatva,manufacturer,disruptor,129644.0
2017-04-02,13,4,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,134450.0
2017-04-02,13,4,2,2017,2017,leesa,leesa,manufacturer,disruptor,96920.0
2017-04-02,13,4,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,53648.0
2017-04-02,13,4,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,117410.0
2017-04-02,13,4,2,2017,2017,Helix,Helix,manufacturer,disruptor,27742.0
2017-04-02,13,4,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,17839.0
2017-04-02,13,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,24193.0
2017-04-02,13,4,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,23404.0
2017-04-02,13,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,24193.0
2017-04-02,13,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1638.0
2017-04-02,13,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1638.0
2017-04-02,13,4,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,15464.0
2017-04-02,13,4,2,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,914.0
2017-04-02,13,4,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,7383.0
2017-04-02,13,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-04-02,13,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-04-09,14,4,2,2017,2017,purple,purple,manufacturer,disruptor,268762.0
2017-04-09,14,4,2,2017,2017,casper,casper,manufacturer,disruptor,217257.0
2017-04-09,14,4,2,2017,2017,saatva,saatva,manufacturer,disruptor,127922.0
2017-04-09,14,4,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,131516.0
2017-04-09,14,4,2,2017,2017,leesa,leesa,manufacturer,disruptor,77573.0
2017-04-09,14,4,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,57349.0
2017-04-09,14,4,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,194617.0
2017-04-09,14,4,2,2017,2017,Helix,Helix,manufacturer,disruptor,27155.0
2017-04-09,14,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,18112.0
2017-04-09,14,4,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,15204.0
2017-04-09,14,4,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,21128.0
2017-04-09,14,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,18112.0
2017-04-09,14,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1547.0
2017-04-09,14,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1547.0
2017-04-09,14,4,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,4853.0
2017-04-09,14,4,2,2017,2017,Dream Bed,mfrm,manufacturer,disruptor,984.0
2017-04-09,14,4,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,6515.0
2017-04-09,14,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-04-09,14,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-14,19,5,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,214195.0
2017-05-14,19,5,2,2017,2017,casper,casper,manufacturer,disruptor,227809.0
2017-05-14,19,5,2,2017,2017,saatva,saatva,manufacturer,disruptor,142293.0
2017-05-14,19,5,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,153187.0
2017-05-14,19,5,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,64090.0
2017-05-14,19,5,2,2017,2017,Helix,Helix,manufacturer,disruptor,31867.0
2017-05-14,19,5,2,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,18545.0
2017-04-16,15,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,17503.0
2017-05-14,19,5,2,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,24356.0
2017-05-14,19,5,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,236801.0
2017-05-14,19,5,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,15473.0
2017-05-14,19,5,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,16124.0
2017-05-14,19,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,13903.0
2017-04-16,15,4,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,5872.0
2017-05-14,19,5,2,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,3914.0
2017-04-16,15,4,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,4155.0
2017-04-16,15,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-04-16,15,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-14,19,5,2,2017,2017,Nolah,Nolah,manufacturer,disruptor,1844.0
2017-05-14,19,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1446.0
2017-05-14,19,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1446.0
2017-04-23,16,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,19057.0
2017-04-23,16,4,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,6948.0
2017-04-23,16,4,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-04-23,16,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-04-23,16,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-04-30,17,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,18605.0
2017-04-30,17,4,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,4267.0
2017-04-30,17,4,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,3383.0
2017-04-30,17,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-04-30,17,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-07,18,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,14925.0
2017-05-07,18,5,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,4189.0
2017-05-07,18,5,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,4518.0
2017-05-07,18,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-05-07,18,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-14,19,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,13903.0
2017-05-21,20,5,2,2017,2017,casper,casper,manufacturer,disruptor,247497.0
2017-04-23,16,4,2,2017,2017,casper,casper,manufacturer,disruptor,225854.0
2017-05-21,20,5,2,2017,2017,purple,purple,manufacturer,disruptor,347733.0
2017-05-14,19,5,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,4321.0
2017-05-14,19,5,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,2897.0
2017-05-14,19,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-05-14,19,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-21,20,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,17203.0
2017-05-21,20,5,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,17550.0
2017-05-21,20,5,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-05-28,21,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,19412.0
2017-05-21,20,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-05-21,20,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-28,21,5,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,35780.0
2017-06-04,22,6,2,2017,2017,cocoon,tsi,manufacturer,disruptor,21074.0
2017-05-28,21,5,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-05-28,21,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-05-28,21,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-06-04,22,6,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,22083.0
2017-06-11,23,6,2,2017,2017,cocoon,tsi,manufacturer,disruptor,12639.0
2017-06-04,22,6,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-06-04,22,6,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-06-04,22,6,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-06-18,24,6,2,2017,2017,cocoon,tsi,manufacturer,disruptor,16195.0
2017-06-11,23,6,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,16963.0
2017-06-11,23,6,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,1053.0
2017-06-11,23,6,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-06-11,23,6,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2018-05-27,21,5,2,2018,2018,Bed In a Box,Bed In a Box,manufacturer,disruptor,12538.0
2018-05-27,21,5,2,2018,2018,Nolah,Nolah,manufacturer,disruptor,9653.0
2018-05-27,21,5,2,2018,2018,Wink Beds,Wink Beds,manufacturer,disruptor,12523.0
2018-05-27,21,5,2,2018,2018,Sleep Eve,Sleep Eve,manufacturer,disruptor,2850.0
2018-05-27,21,5,2,2018,2018,Eve Mattress,Sleep Eve,manufacturer,disruptor,2850.0
2017-06-25,25,6,2,2017,2017,cocoon,tsi,manufacturer,disruptor,13758.0
2017-06-18,24,6,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,12916.0
2017-06-18,24,6,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-06-18,24,6,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-06-18,24,6,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-07-02,26,7,3,2017,2017,cocoon,tsi,manufacturer,disruptor,23761.0
2017-06-25,25,6,2,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,19733.0
2017-06-25,25,6,2,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-06-25,25,6,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-06-25,25,6,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-07-09,27,7,3,2017,2017,cocoon,tsi,manufacturer,disruptor,28666.0
2017-07-02,26,7,3,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,28864.0
2017-07-02,26,7,3,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-07-02,26,7,3,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-07-02,26,7,3,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-21,20,5,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,208471.0
2017-05-21,20,5,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,144532.0
2017-05-21,20,5,2,2017,2017,saatva,saatva,manufacturer,disruptor,131265.0
2017-05-21,20,5,2,2017,2017,leesa,leesa,manufacturer,disruptor,96812.0
2017-05-21,20,5,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,70639.0
2017-05-21,20,5,2,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,30782.0
2017-05-21,20,5,2,2017,2017,Helix,Helix,manufacturer,disruptor,31422.0
2017-07-16,28,7,3,2017,2017,cocoon,tsi,manufacturer,disruptor,22378.0
2017-05-21,20,5,2,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,15054.0
2017-05-21,20,5,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,148070.0
2017-05-21,20,5,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,27761.0
2017-07-09,27,7,3,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,22554.0
2017-05-21,20,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,17203.0
2017-07-09,27,7,3,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-07-09,27,7,3,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-07-09,27,7,3,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-21,20,5,2,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,1421.0
2017-05-21,20,5,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,11815.0
2017-05-21,20,5,2,2017,2017,Nolah,Nolah,manufacturer,disruptor,3030.0
2017-05-21,20,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2323.0
2017-05-21,20,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2323.0
2017-05-28,21,5,2,2017,2017,purple,purple,manufacturer,disruptor,367883.0
2017-05-28,21,5,2,2017,2017,casper,casper,manufacturer,disruptor,357370.0
2017-05-28,21,5,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,149471.0
2017-05-28,21,5,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,215184.0
2017-05-28,21,5,2,2017,2017,saatva,saatva,manufacturer,disruptor,173807.0
2017-07-23,29,7,3,2017,2017,cocoon,tsi,manufacturer,disruptor,23151.0
2017-05-28,21,5,2,2017,2017,leesa,leesa,manufacturer,disruptor,118372.0
2017-05-28,21,5,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,70816.0
2017-05-28,21,5,2,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,29480.0
2017-05-28,21,5,2,2017,2017,Helix,Helix,manufacturer,disruptor,50811.0
2017-07-16,28,7,3,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,14116.0
2017-05-28,21,5,2,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,11825.0
2017-07-16,28,7,3,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-07-16,28,7,3,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-07-16,28,7,3,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-05-28,21,5,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,132763.0
2017-05-28,21,5,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,21807.0
2017-05-28,21,5,2,2017,2017,cocoon,tsi,manufacturer,disruptor,19412.0
2017-05-28,21,5,2,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2885.0
2017-05-28,21,5,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,19915.0
2017-05-28,21,5,2,2017,2017,Nolah,Nolah,manufacturer,disruptor,2334.0
2017-05-28,21,5,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2592.0
2017-05-28,21,5,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2592.0
2017-06-04,22,6,2,2017,2017,purple,purple,manufacturer,disruptor,355247.0
2017-07-30,30,7,3,2017,2017,cocoon,tsi,manufacturer,disruptor,12410.0
2017-06-04,22,6,2,2017,2017,casper,casper,manufacturer,disruptor,323158.0
2017-06-04,22,6,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,139314.0
2017-06-04,22,6,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,202178.0
2017-06-04,22,6,2,2017,2017,saatva,saatva,manufacturer,disruptor,207722.0
2017-06-04,22,6,2,2017,2017,leesa,leesa,manufacturer,disruptor,131945.0
2017-07-23,29,7,3,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,18683.0
2017-06-04,22,6,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,92266.0
2017-07-23,29,7,3,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-07-23,29,7,3,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-07-23,29,7,3,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-06-04,22,6,2,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,39554.0
2017-06-04,22,6,2,2017,2017,Helix,Helix,manufacturer,disruptor,50704.0
2017-06-04,22,6,2,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,15857.0
2017-06-04,22,6,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,175806.0
2017-06-04,22,6,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,29726.0
2017-06-04,22,6,2,2017,2017,cocoon,tsi,manufacturer,disruptor,21074.0
2017-06-04,22,6,2,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2365.0
2017-08-06,31,8,3,2017,2017,cocoon,tsi,manufacturer,disruptor,18036.0
2017-06-04,22,6,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,15362.0
2017-06-04,22,6,2,2017,2017,Nolah,Nolah,manufacturer,disruptor,1795.0
2017-06-04,22,6,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,3339.0
2017-06-04,22,6,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,3339.0
2017-06-11,23,6,2,2017,2017,purple,purple,manufacturer,disruptor,323484.0
2017-06-11,23,6,2,2017,2017,casper,casper,manufacturer,disruptor,245562.0
2017-07-30,30,7,3,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,19889.0
2017-06-11,23,6,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,167730.0
2017-07-30,30,7,3,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-07-30,30,7,3,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-07-30,30,7,3,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-06-11,23,6,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,133037.0
2017-06-11,23,6,2,2017,2017,saatva,saatva,manufacturer,disruptor,142818.0
2017-06-11,23,6,2,2017,2017,leesa,leesa,manufacturer,disruptor,103936.0
2017-06-11,23,6,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,75399.0
2017-06-11,23,6,2,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,27664.0
2017-06-11,23,6,2,2017,2017,Helix,Helix,manufacturer,disruptor,30882.0
2017-06-11,23,6,2,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,14438.0
2017-08-13,32,8,3,2017,2017,cocoon,tsi,manufacturer,disruptor,18677.0
2017-06-11,23,6,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,153908.0
2017-06-11,23,6,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,21711.0
2017-06-11,23,6,2,2017,2017,cocoon,tsi,manufacturer,disruptor,12639.0
2017-06-11,23,6,2,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,1223.0
2017-06-11,23,6,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,15310.0
